bin	Depth zymo_fecal	Input_file_busco	Dataset_busco	Complete_busco	Single_busco	Duplicated_busco	Fragmented_busco	Missing_busco	n_markers_busco	Translation table_busco	Scores_archaea_odb12_busco	Scores_bacteria_odb12_busco	Scores_eukaryota_odb12_busco	Scaffold N50_busco	Contigs N50_busco	Percent gaps_busco	Number of scaffolds_busco	Internal stop codon percent_busco	Name_checkm2	Completeness_checkm2	Contamination_checkm2	Completeness_Model_Used_checkm2	Translation_Table_Used_checkm2	Coding_Density_checkm2	Genome_Size_checkm2	Total_Coding_Sequences_checkm2	Name	Assembly_quast	# contigs (>= 0 bp)_quast	# contigs (>= 1000 bp)_quast	# contigs (>= 5000 bp)_quast	# contigs (>= 10000 bp)_quast	# contigs (>= 25000 bp)_quast	# contigs (>= 50000 bp)_quast	Total length (>= 0 bp)_quast	Total length (>= 1000 bp)_quast	Total length (>= 5000 bp)_quast	Total length (>= 10000 bp)_quast	Total length (>= 25000 bp)_quast	Total length (>= 50000 bp)_quast	# contigs_quast	Largest contig_quast	Total length_quast	GC (%)_quast	N50_quast	N75_quast	L50_quast	L75_quast	# N's per 100 kbp_quast	# predicted rRNA genes_quast	user_genome_gtdbtk	classification_gtdbtk	closest_genome_reference_gtdbtk	closest_genome_reference_radius_gtdbtk	closest_genome_taxonomy_gtdbtk	closest_genome_ani_gtdbtk	closest_genome_af_gtdbtk	closest_placement_reference_gtdbtk	closest_placement_radius_gtdbtk	closest_placement_taxonomy_gtdbtk	closest_placement_ani_gtdbtk	closest_placement_af_gtdbtk	pplacer_taxonomy_gtdbtk	classification_method_gtdbtk	note_gtdbtk	other_related_references(genome_id,species_name,radius,ANI,AF)_gtdbtk	msa_percent_gtdbtk	translation_table_gtdbtk	red_value_gtdbtk	warnings_gtdbtk
METAMDBG-CONCOCTRefined-zymo_fecal.50_sub.fa	1.99878	METAMDBG-CONCOCTRefined-zymo_fecal.50_sub.fa	eubacteriales_odb12	50.8	46.7	4.2	8.3	40.8	240.0	11	C:5.1%[S:4.6%,D:0.5%],F:1.5%,M:93.3%,n:195	C:54.3%[S:51.7%,D:2.6%],F:9.5%,M:36.2%,n:116	C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.7%,n:129,E:50.0%	19018.0	19018	0.000%	127.0		METAMDBG-CONCOCTRefined-zymo_fecal.50_sub.fa	60.54	8.86	Neural Network (Specific Model)	11	0.849	2188334	2464	METAMDBG-CONCOCTRefined-zymo_fecal.50_sub	METAMDBG-CONCOCTRefined-zymo_fecal.50_sub.fa	127	127	126	96	15	2	2188334	2188334	2185343	1937338	625318	178812	127	125563	2188334	49.75	19018	13778	37	71	0.0	7 + 0 part	METAMDBG-CONCOCTRefined-zymo_fecal.50_sub.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__											d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		47.41	11.0	0.94477	Genome has more than 10.8% of markers with multiple hits
METAMDBG-CONCOCTRefined-zymo_fecal.66.fa	7.821714999999999	METAMDBG-CONCOCTRefined-zymo_fecal.66.fa	bacteroides_odb12	99.3	98.8	0.5	0.3	0.3	1173.0	11	C:21.0%[S:20.0%,D:1.0%],F:3.6%,M:75.4%,n:195	C:98.3%[S:95.7%,D:2.6%],F:1.7%,M:0.0%,n:116	C:2.3%[S:2.3%,D:0.0%],F:0.8%,M:96.9%,n:129,E:66.7%	1174318.0	1174318	0.000%	12.0		METAMDBG-CONCOCTRefined-zymo_fecal.66.fa	100.0	0.44	Neural Network (Specific Model)	11	0.894	5269504	4141	METAMDBG-CONCOCTRefined-zymo_fecal.66	METAMDBG-CONCOCTRefined-zymo_fecal.66.fa	12	12	12	12	9	8	5269504	5269504	5269504	5269504	5220839	5171884	12	2272399	5269504	42.04	1174318	710083	2	3	0.0	15 + 0 part	METAMDBG-CONCOCTRefined-zymo_fecal.66.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	GCF_000381365.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	99.62	0.915							ani_screen	classification based on ANI only	GCA_963599995.1, s__Bacteroides sp963599995, 95.0, 87.09, 0.337; GCA_958477465.1, s__Bacteroides sp958477465, 95.0, 86.64, 0.338				
METAMDBG-CONCOCTRefined-zymo_fecal.81.fa	10.89125	METAMDBG-CONCOCTRefined-zymo_fecal.81.fa	lachnospiraceae_odb12	99.3	97.7	1.6	0.0	0.7	444.0	11	C:19.0%[S:17.4%,D:1.5%],F:2.6%,M:78.5%,n:195	C:96.6%[S:93.1%,D:3.4%],F:1.7%,M:1.7%,n:116	C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.7%,n:129	884856.0	884856	0.000%	14.0		METAMDBG-CONCOCTRefined-zymo_fecal.81.fa	100.0	3.23	Neural Network (Specific Model)	11	0.891	4313377	4086	METAMDBG-CONCOCTRefined-zymo_fecal.81	METAMDBG-CONCOCTRefined-zymo_fecal.81.fa	14	14	14	13	9	9	4313377	4313377	4313377	4307916	4236415	4236415	14	1387135	4313377	41.43	884856	627188	2	4	0.0	21 + 0 part	METAMDBG-CONCOCTRefined-zymo_fecal.81.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp001916965	GCA_001916965.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp001916965	98.73	0.883							ani_screen	classification based on ANI only	GCA_900753305.1, s__COE1 sp900753305, 95.0, 85.94, 0.232; GCA_963596435.1, s__COE1 sp963596435, 95.0, 94.12, 0.665; GCA_964422225.1, s__COE1 sp964422225, 95.0, 86.61, 0.196				
METAMDBG-CONCOCTRefined-zymo_fecal.84.fa	6.52715	METAMDBG-CONCOCTRefined-zymo_fecal.84.fa	lachnospiraceae_odb12	91.9	91.9	0.0	0.7	7.4	444.0	11	C:19.0%[S:19.0%,D:0.0%],F:3.1%,M:77.9%,n:195	C:88.8%[S:88.8%,D:0.0%],F:0.9%,M:10.3%,n:116	C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.7%,n:129	163697.0	163697	0.000%	29.0		METAMDBG-CONCOCTRefined-zymo_fecal.84.fa	84.65	1.39	Neural Network (Specific Model)	11	0.878	2830284	2524	METAMDBG-CONCOCTRefined-zymo_fecal.84	METAMDBG-CONCOCTRefined-zymo_fecal.84.fa	29	29	28	22	19	17	2830284	2830284	2826204	2784975	2729813	2664400	29	426947	2830284	48.12	163697	106325	5	11	0.0	8 + 0 part	METAMDBG-CONCOCTRefined-zymo_fecal.84.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium propionicum	GCF_025567525.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium propionicum	98.42	0.885							ani_screen	classification based on ANI only					
METAMDBG-CONCOCTRefined-zymo_fecal.96_sub.fa	2.62195	METAMDBG-CONCOCTRefined-zymo_fecal.96_sub.fa	lachnospiraceae_odb12	82.9	36.9	45.9	4.7	12.4	444.0	11	C:18.5%[S:9.2%,D:9.2%],F:4.1%,M:77.4%,n:195	C:80.2%[S:44.0%,D:36.2%],F:6.0%,M:13.8%,n:116	C:1.6%[S:0.0%,D:1.6%],F:1.6%,M:96.9%,n:129	25707.0	25707	0.000%	271.0		METAMDBG-CONCOCTRefined-zymo_fecal.96_sub.fa	89.2	52.41	Gradient Boost (General Model)	11	0.88	5563925	5728	METAMDBG-CONCOCTRefined-zymo_fecal.96_sub	METAMDBG-CONCOCTRefined-zymo_fecal.96_sub.fa	271	271	265	212	70	16	5563925	5563925	5539986	5112668	2846160	1074515	271	131819	5563925	48.8	25707	15544	68	139	0.0	5 + 0 part	METAMDBG-CONCOCTRefined-zymo_fecal.96_sub.fa																			
METAMDBG-MaxBin2-zymo_fecal.001.fa	249.3525	METAMDBG-MaxBin2-zymo_fecal.001.fa	eubacteriales_odb12	97.9	97.9	0.0	0.8	1.2	240.0	11	C:19.0%[S:19.0%,D:0.0%],F:2.6%,M:78.5%,n:195	C:94.8%[S:93.1%,D:1.7%],F:0.9%,M:4.3%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:129	2809693.0	2809693	0.000%	4.0		METAMDBG-MaxBin2-zymo_fecal.001.fa	100.0	0.3	Neural Network (Specific Model)	11	0.857	3033593	2701	METAMDBG-MaxBin2-zymo_fecal.001	METAMDBG-MaxBin2-zymo_fecal.001.fa	4	4	4	4	4	3	3033593	3033593	3033593	3033593	3033593	3000474	4	2809693	3033593	44.89	2809693	2809693	1	1	0.0	9 + 0 part	METAMDBG-MaxBin2-zymo_fecal.001.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	GCA_025150425.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	98.24	0.905							ani_screen	classification based on ANI only	GCA_003512525.1, s__Ruminiclostridium_E sp003512525, 95.0, 88.7, 0.41; GCA_017935365.1, s__Ruminiclostridium_E sp017935365, 95.0, 87.18, 0.387; GCA_902490585.1, s__Ruminiclostridium_E sp902490585, 95.0, 88.79, 0.447; GCA_900539195.1, s__Ruminiclostridium_E sp900539195, 95.0, 93.4, 0.614; GCA_002437415.1, s__Ruminiclostridium_E sp002437415, 95.0, 85.03, 0.265; GCA_934490165.1, s__Ruminiclostridium_E sp934490165, 95.0, 86.74, 0.322; GCA_963649995.1, s__Ruminiclostridium_E sp963649995, 95.0, 87.5, 0.295				
METAMDBG-MaxBin2-zymo_fecal.002.fa	93.004	METAMDBG-MaxBin2-zymo_fecal.002.fa	bacteroidales_odb12	78.3	75.8	2.5	0.4	21.3	517.0	11	C:14.4%[S:12.8%,D:1.5%],F:2.6%,M:83.1%,n:195	C:81.0%[S:78.4%,D:2.6%],F:1.7%,M:17.2%,n:116	C:2.3%[S:2.3%,D:0.0%],F:0.0%,M:97.7%,n:129,E:66.7%	2347449.0	2347449	0.000%	8.0		METAMDBG-MaxBin2-zymo_fecal.002.fa	84.08	3.24	Neural Network (Specific Model)	11	0.894	4157052	3547	METAMDBG-MaxBin2-zymo_fecal.002	METAMDBG-MaxBin2-zymo_fecal.002.fa	8	8	8	8	7	6	4157052	4157052	4157052	4157052	4146079	4102050	8	2347449	4157052	42.81	2347449	581176	1	3	0.0	18 + 0 part	METAMDBG-MaxBin2-zymo_fecal.002.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	GCF_964248265.1	95.21	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	98.88	0.7							ani_screen	classification based on ANI only	GCA_947574505.1, s__Phocaeicola sp947574505, 95.0, 97.51, 0.362; GCF_024622025.1, s__Phocaeicola sartorii, 95.0, 89.59, 0.416; GCA_948579315.1, s__Phocaeicola sp948579315, 95.0, 98.64, 0.37; GCF_013009555.1, s__Phocaeicola dorei, 95.0, 95.59, 0.642; GCA_019414725.1, s__Phocaeicola sp019414725, 95.0, 96.77, 0.174; GCA_963651205.1, s__Phocaeicola sp963651205, 95.0, 85.8, 0.23; GCA_948566455.1, s__Phocaeicola sp948566455, 95.0, 98.82, 0.366; GCA_019414665.1, s__Phocaeicola sp019414665, 95.0, 99.11, 0.374; GCA_947072895.1, s__Phocaeicola sp011959205, 95.0, 89.87, 0.349; GCA_900760795.1, s__Phocaeicola sp900760795, 95.0, 96.93, 0.442				
METAMDBG-MaxBin2-zymo_fecal.003.fa	69.6332	METAMDBG-MaxBin2-zymo_fecal.003.fa	eukaryota_odb12	78.4	71.6	6.9	2.6	19.0	116.0	11	C:16.9%[S:16.4%,D:0.5%],F:2.1%,M:81.0%,n:195	C:78.4%[S:71.6%,D:6.9%],F:2.6%,M:19.0%,n:116	C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.7%,n:129,E:100.0%	2359608.0	2359608	0.000%	11.0		METAMDBG-MaxBin2-zymo_fecal.003.fa	75.77	6.31	Neural Network (Specific Model)	11	0.895	4272830	3543	METAMDBG-MaxBin2-zymo_fecal.003	METAMDBG-MaxBin2-zymo_fecal.003.fa	11	11	11	11	7	6	4272830	4272830	4272830	4272830	4224288	4188511	11	2359608	4272830	42.32	2359608	552142	1	3	0.0	15 + 0 part	METAMDBG-MaxBin2-zymo_fecal.003.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	GCF_013009555.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	97.89	0.71							ani_screen	classification based on ANI only	GCA_947574505.1, s__Phocaeicola sp947574505, 95.0, 95.27, 0.346; GCA_019414725.1, s__Phocaeicola sp019414725, 95.0, 96.74, 0.243; GCF_964248265.1, s__Phocaeicola vulgatus, 95.21, 96.06, 0.571; GCA_900760795.1, s__Phocaeicola sp900760795, 95.0, 94.43, 0.362; GCA_963651205.1, s__Phocaeicola sp963651205, 95.0, 85.97, 0.223; GCF_024622025.1, s__Phocaeicola sartorii, 95.0, 89.4, 0.393; GCA_019414665.1, s__Phocaeicola sp019414665, 95.0, 95.81, 0.333; GCA_958432865.1, s__Bacteroides stercoris_A, 95.0, 96.52, 0.227; GCA_948566455.1, s__Phocaeicola sp948566455, 95.0, 95.48, 0.359; GCA_947072895.1, s__Phocaeicola sp011959205, 95.0, 89.34, 0.292; GCA_948579315.1, s__Phocaeicola sp948579315, 95.0, 95.04, 0.358				
METAMDBG-MaxBin2-zymo_fecal.004.fa	47.7427	METAMDBG-MaxBin2-zymo_fecal.004.fa	bacteroidales_odb12	81.6	51.1	30.6	0.6	17.8	517.0	11	C:16.4%[S:8.2%,D:8.2%],F:2.6%,M:81.0%,n:195	C:81.0%[S:56.0%,D:25.0%],F:3.4%,M:15.5%,n:116	C:2.3%[S:0.8%,D:1.6%],F:0.8%,M:96.9%,n:129,E:66.7%	300190.0	300190	0.000%	43.0		METAMDBG-MaxBin2-zymo_fecal.004.fa	88.31	31.43	Neural Network (Specific Model)	11	0.893	6729577	5751	METAMDBG-MaxBin2-zymo_fecal.004	METAMDBG-MaxBin2-zymo_fecal.004.fa	43	43	43	42	41	29	6729577	6729577	6729577	6722865	6709263	6254921	43	2539907	6729577	42.13	300190	109164	4	14	0.0	15 + 0 part	METAMDBG-MaxBin2-zymo_fecal.004.fa																			
METAMDBG-MaxBin2-zymo_fecal.005.fa	42.38015	METAMDBG-MaxBin2-zymo_fecal.005.fa	eubacteriales_odb12	91.7	91.7	0.0	0.0	8.3	240.0	11	C:16.9%[S:16.4%,D:0.5%],F:2.6%,M:80.5%,n:195	C:87.1%[S:86.2%,D:0.9%],F:3.4%,M:9.5%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:129	1900293.0	1900293	0.000%	6.0		METAMDBG-MaxBin2-zymo_fecal.005.fa	88.66	0.19	Neural Network (Specific Model)	11	0.861	2817097	2618	METAMDBG-MaxBin2-zymo_fecal.005	METAMDBG-MaxBin2-zymo_fecal.005.fa	6	6	5	5	5	4	2817097	2817097	2814478	2814478	2814478	2771753	6	1900293	2817097	56.69	1900293	402011	1	2	0.0	18 + 0 part	METAMDBG-MaxBin2-zymo_fecal.005.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp934514285	GCA_934514285.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp934514285	95.81	0.724							ani_screen	classification based on ANI only	GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 84.86, 0.159; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 86.52, 0.201; GCF_051201525.1, s__Faecalibacterium longum, 95.56, 95.3, 0.67; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 86.44, 0.249; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 85.82, 0.182; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 86.5, 0.262; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 85.57, 0.204; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 91.54, 0.57; GCF_049532945.1, s__Faecalibacterium prausnitzii_N, 95.0, 86.64, 0.249; GCF_002549775.1, s__Faecalibacterium langellae, 95.0, 84.5, 0.191; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 85.91, 0.198; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 84.51, 0.165; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 85.76, 0.189; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 84.97, 0.165; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 84.9, 0.211; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 87.15, 0.229; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 85.48, 0.178; GCA_050873025.1, s__Faecalibacterium sp050873025, 95.0, 83.35, 0.153				
METAMDBG-MaxBin2-zymo_fecal.006.fa	45.5804	METAMDBG-MaxBin2-zymo_fecal.006.fa	verrucomicrobiota_odb12	96.9	96.6	0.3	0.3	2.8	388.0	11	C:17.9%[S:17.4%,D:0.5%],F:4.1%,M:77.9%,n:195	C:92.2%[S:90.5%,D:1.7%],F:3.4%,M:4.3%,n:116	C:3.1%[S:3.1%,D:0.0%],F:0.0%,M:96.9%,n:129,E:75.0%	2910600.0	2910600	0.000%	2.0		METAMDBG-MaxBin2-zymo_fecal.006.fa	100.0	0.35	Neural Network (Specific Model)	11	0.88	2951808	2513	METAMDBG-MaxBin2-zymo_fecal.006	METAMDBG-MaxBin2-zymo_fecal.006.fa	2	2	2	2	2	1	2951808	2951808	2951808	2951808	2951808	2910600	2	2910600	2951808	55.21	2910600	2910600	1	1	0.0	9 + 0 part	METAMDBG-MaxBin2-zymo_fecal.006.fa	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	GCF_000020225.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	98.86	0.952							ani_screen	classification based on ANI only	GCF_023516715.1, s__Akkermansia massiliensis, 95.02, 87.37, 0.495; GCA_947624785.1, s__Akkermansia muciniphila_F, 95.0, 86.85, 0.463; GCF_026072915.1, s__Akkermansia biwaensis, 95.0, 82.08, 0.16; GCF_040616545.1, s__Akkermansia muciniphila_E, 95.0, 85.27, 0.365; GCA_048388685.1, s__Akkermansia sp048388685, 95.0, 84.71, 0.332; GCA_905200945.1, s__Akkermansia sp905200945, 95.0, 94.32, 0.815; GCF_020860705.1, s__Akkermansia sp020860705, 95.0, 84.89, 0.325; GCF_030848305.1, s__Akkermansia muciniphila_A, 95.0, 93.99, 0.836; GCA_021202525.1, s__Akkermansia sp021202525, 95.0, 82.24, 0.152; GCF_002884975.1, s__Akkermansia muciniphila_C, 95.0, 85.6, 0.36				
METAMDBG-MaxBin2-zymo_fecal.007.fa	35.1938	METAMDBG-MaxBin2-zymo_fecal.007.fa	selenomonadaceae_odb12	98.5	97.7	0.8	0.3	1.2	747.0	11	C:20.0%[S:19.0%,D:1.0%],F:3.1%,M:76.9%,n:195	C:98.3%[S:98.3%,D:0.0%],F:0.9%,M:0.9%,n:116	C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.9%,n:129	2509614.0	2509614	0.000%	1.0		METAMDBG-MaxBin2-zymo_fecal.007.fa	100.0	1.53	Neural Network (Specific Model)	11	0.884	2509614	2462	METAMDBG-MaxBin2-zymo_fecal.007	METAMDBG-MaxBin2-zymo_fecal.007.fa	1	1	1	1	1	1	2509614	2509614	2509614	2509614	2509614	2509614	1	2509614	2509614	31.5	2509614	2509614	1	1	0.0	18 + 0 part	METAMDBG-MaxBin2-zymo_fecal.007.fa	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	GCF_010669225.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	98.98	0.866							ani_screen	classification based on ANI only	GCA_963558795.1, s__Megamonas sp963558795, 95.0, 85.07, 0.231; GCF_905197185.1, s__Megamonas sp905197185, 95.0, 93.57, 0.744				
METAMDBG-MaxBin2-zymo_fecal.008.fa	34.3079	METAMDBG-MaxBin2-zymo_fecal.008.fa	ruminococcus_odb12	100.0	100.0	0.0	0.0	0.0	484.0	11	C:22.6%[S:22.6%,D:0.0%],F:3.1%,M:74.4%,n:195	C:98.3%[S:97.4%,D:0.9%],F:1.7%,M:0.0%,n:116	C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.9%,n:129	2926676.0	2926676	0.000%	3.0		METAMDBG-MaxBin2-zymo_fecal.008.fa	99.97	2.76	Neural Network (Specific Model)	11	0.872	2947083	2709	METAMDBG-MaxBin2-zymo_fecal.008	METAMDBG-MaxBin2-zymo_fecal.008.fa	3	3	3	2	1	1	2947083	2947083	2947083	2939450	2926676	2926676	3	2926676	2947083	42.59	2926676	2926676	1	1	0.0	12 + 0 part	METAMDBG-MaxBin2-zymo_fecal.008.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	GCF_025567495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	97.52	0.789							ani_screen	classification based on ANI only	GCA_934435205.1, s__Hominimerdicola sp934435205, 95.0, 94.89, 0.749; GCF_900539095.1, s__Hominimerdicola sp900539095, 95.0, 89.87, 0.613; GCA_937898375.1, s__Hominimerdicola sp937898375, 95.0, 92.19, 0.588				
METAMDBG-MaxBin2-zymo_fecal.009.fa	34.3126	METAMDBG-MaxBin2-zymo_fecal.009.fa	bacteroides_odb12	56.5	51.3	5.2	0.3	43.1	1173.0	11	C:11.3%[S:9.2%,D:2.1%],F:3.6%,M:85.1%,n:195	C:62.1%[S:54.3%,D:7.8%],F:1.7%,M:36.2%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:129,E:100.0%	270456.0	270456	0.000%	24.0		METAMDBG-MaxBin2-zymo_fecal.009.fa	58.53	9.07	Neural Network (Specific Model)	11	0.904	3344412	2898	METAMDBG-MaxBin2-zymo_fecal.009	METAMDBG-MaxBin2-zymo_fecal.009.fa	24	24	22	19	18	14	3344412	3344412	3336422	3313458	3301375	3119437	24	859082	3344412	47.29	270456	150873	4	7	0.0	9 + 0 part	METAMDBG-MaxBin2-zymo_fecal.009.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		51.02	11.0	0.99573	
METAMDBG-MaxBin2-zymo_fecal.010.fa	45.6772	METAMDBG-MaxBin2-zymo_fecal.010.fa	eukaryota_odb12	6.9	6.9	0.0	1.7	91.4	116.0	11	C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:195	C:6.9%[S:6.9%,D:0.0%],F:1.7%,M:91.4%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	607405.0	607405	0.000%	3.0		METAMDBG-MaxBin2-zymo_fecal.010.fa	17.05	0.09	Neural Network (Specific Model)	11	0.846	641500	570	METAMDBG-MaxBin2-zymo_fecal.010	METAMDBG-MaxBin2-zymo_fecal.010.fa	3	3	2	2	2	1	641500	641500	638815	638815	638815	607405	3	607405	641500	54.23	607405	607405	1	1	0.0	6 + 0 part	METAMDBG-MaxBin2-zymo_fecal.010.fa																			
METAMDBG-MaxBin2-zymo_fecal.011.fa	23.6923	METAMDBG-MaxBin2-zymo_fecal.011.fa	eubacteriales_odb12	97.9	97.1	0.8	0.8	1.2	240.0	11	C:19.5%[S:19.5%,D:0.0%],F:4.1%,M:76.4%,n:195	C:99.1%[S:96.6%,D:2.6%],F:0.9%,M:0.0%,n:116	C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.7%,n:129,E:100.0%	2204464.0	2204464	0.000%	5.0		METAMDBG-MaxBin2-zymo_fecal.011.fa	99.9	0.9	Neural Network (Specific Model)	11	0.898	3169040	2798	METAMDBG-MaxBin2-zymo_fecal.011	METAMDBG-MaxBin2-zymo_fecal.011.fa	5	5	5	5	4	3	3169040	3169040	3169040	3169040	3155832	3122328	5	2204464	3169040	38.25	2204464	493966	1	2	0.0	12 + 0 part	METAMDBG-MaxBin2-zymo_fecal.011.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__Hominilimicola;s__Hominilimicola fabiformis	GCF_020687385.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__Hominilimicola;s__Hominilimicola fabiformis	98.17	0.768							ani_screen	classification based on ANI only					
METAMDBG-MaxBin2-zymo_fecal.012.fa	26.29445	METAMDBG-MaxBin2-zymo_fecal.012.fa	lachnospiraceae_odb12	96.2	78.4	17.8	0.7	3.2	444.0	11	C:20.0%[S:14.9%,D:5.1%],F:3.1%,M:76.9%,n:195	C:96.6%[S:75.9%,D:20.7%],F:1.7%,M:1.7%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:129	401440.0	401440	0.000%	14.0		METAMDBG-MaxBin2-zymo_fecal.012.fa	95.89	22.18	Neural Network (Specific Model)	11	0.889	3754865	3541	METAMDBG-MaxBin2-zymo_fecal.012	METAMDBG-MaxBin2-zymo_fecal.012.fa	14	14	12	11	11	11	3754865	3754865	3747573	3742292	3742292	3742292	14	1159020	3754865	37.71	401440	288712	3	6	0.0	13 + 0 part	METAMDBG-MaxBin2-zymo_fecal.012.fa																			
